Name,lat,lon,tze
Hinwiesstein zu den Steinbrüchen,48.16699300000000,7.83579100000000,Pokestop
Historischer Brunnen No. 3 of 7,48.16395000000000,7.82879200000000,Pokestop
Rankackerkreuz,48.16576500000000,7.82468900000000,Pokestop
Wappen der Abtei St. Gallus,48.16495300000000,7.82977700000000,Pokestop
Steingesicht,48.16601400000000,7.82915200000000,Pokestop
Maria Statue ,48.16040500000000,7.82245400000000,Pokestop
Eule,48.16036800000000,7.82777300000000,Pokestop
Antiker Brunnen,48.16146000000000,7.82750800000000,Pokestop
Schmied aus Stein,48.13239100000000,7.80857200000000,Pokestop
Brunnen Feuerwehr,48.13815200000000,7.80627900000000,Pokestop
Gasthaus zum Bahnhof,48.13709300000000,7.80409100000000,Pokestop
Bahnhof Köndringen,48.13736600000000,7.80343000000000,Pokestop
Heimatmuseum Menton Teningen,48.12882700000000,7.80735500000000,Pokestop
Kath Kirche,48.13316000000000,7.80725000000000,Pokestop
Winzerhüttle Mit Aussicht ,48.13052000000000,7.73614100000000,Pokestop
Graffiti Wand Endingen,48.12970300000000,7.69871000000000,Pokestop
Bärendurst,48.12930700000000,7.69906500000000,Pokestop
Wegweiser Malterdingen,48.15831900000000,7.78485800000000,Pokestop
Gartenengel,48.12116900000000,7.73164500000000,Pokestop
Nebeneingang,48.12178200000000,7.74084900000000,Pokestop
Bäckereien Kunst,48.12124900000000,7.73879500000000,Pokestop
Müde Frau Stein,48.12226200000000,7.73296200000000,Pokestop
Krönlein,48.12191100000000,7.73482600000000,Pokestop
Schneckenbrunnen,48.12144700000000,7.73374200000000,Pokestop
Rathausbrunnen,48.12331500000000,7.73634600000000,Pokestop
Feldarbeit,48.12260600000000,7.73563600000000,Pokestop
Weinkompass,48.12278600000000,7.73704300000000,Pokestop
Das Schönste Wappen,48.12293000000000,7.73802300000000,Pokestop
Horse Mural,48.12027900000000,7.73771600000000,Pokestop
Die Ernte,48.12083300000000,7.73440100000000,Pokestop
Blick auf Bahlingen,48.12797800000000,7.73614200000000,Pokestop
Dorfbrunnen,48.12433200000000,7.73803900000000,Pokestop
Zum Hecht,48.12433700000000,7.73837200000000,Pokestop
Triple Cross,48.12436800000000,7.73600700000000,Pokestop
Kriegsdenkmal,48.12488000000000,7.73538900000000,Pokestop
Neid und Haß...,48.12411700000000,7.74001500000000,Pokestop
Lammkunst,48.12363100000000,7.73929700000000,Pokestop
Steinlöwe,48.12423400000000,7.74103900000000,Pokestop
Straßenwehr,48.12027900000000,7.75442500000000,Pokestop
Bahlinger Ochs,48.12502500000000,7.75143500000000,Pokestop
Das Nest,48.12403000000000,7.74510700000000,Pokestop
Gebrochener Würfel,48.12461700000000,7.75083700000000,Pokestop
Sägeblätter,48.12576100000000,7.75115000000000,Pokestop
Der Adler,48.12529800000000,7.75127900000000,Pokestop
Rohrkunst,48.12050200000000,7.74916900000000,Pokestop
glatz Kunst ,48.12213400000000,7.74771200000000,Pokestop
Riegel Bahnhof,48.15179200000000,7.77067700000000,Pokestop
Abschussrampe,48.13017100000000,7.82258600000000,Pokestop
Knubbelige Skulptur,48.12996800000000,7.82212400000000,Pokestop
Abenteuer Burg,48.12621900000000,7.82313200000000,Pokestop
Wasserkraftwerk Werk ,48.12691100000000,7.81934200000000,Pokestop
Wöpplinsberger Wegweiser,48.12468200000000,7.82002300000000,Pokestop
Zweitwohnsitz,48.12822000000000,7.82867000000000,Pokestop
Mundinger Mühle,48.12911500000000,7.82749400000000,Pokestop
Weinfass,48.12673800000000,7.83238700000000,Pokestop
Brückenpfeiler,48.12104400000000,7.84491400000000,Pokestop
Inside,48.11891200000000,7.84771700000000,Pokestop
Haus am Mühlbach,48.12077100000000,7.84573500000000,Pokestop
Holzsäule,48.12032200000000,7.84728600000000,Pokestop
Bahnhof Emmendingen,48.11980200000000,7.84684500000000,Pokestop
Kopftotem,48.12046400000000,7.84630100000000,Pokestop
Alte Stadtmauer ,48.12012600000000,7.84779800000000,Pokestop
Antike Säule mit Bank,48.12052100000000,7.84666900000000,Pokestop
Mamos Schlittenfahrt,48.12061700000000,7.84919600000000,Pokestop
Interessanter  Grabstein,48.11843000000000,7.85048300000000,Pokestop
Finanzamt Emmendingen,48.11957200000000,7.84923900000000,Pokestop
Merk Galerie,48.11941500000000,7.84965600000000,Pokestop
Meerwein Brunnen,48.12010100000000,7.85025100000000,Pokestop
Key,48.11859700000000,7.84859000000000,Pokestop
Scherbenbank,48.11980700000000,7.84840700000000,Pokestop
Krone,48.12011200000000,7.84950900000000,Pokestop
Goldenes Lamm,48.12066200000000,7.84880600000000,Pokestop
Brezelstüble,48.12017500000000,7.85056700000000,Pokestop
Pavillon,48.12327100000000,7.85146300000000,Pokestop
Den Opfern Des Nazismus,48.12413400000000,7.85216200000000,Pokestop
"Sonnenuhr Emmendingen 01 ""Sundial""",48.12370000000000,7.85079900000000,Pokestop
Kirche Grotesque 01 Emmending,48.12227000000000,7.85030900000000,Pokestop
Jüdisches Museum Emmendingen,48.12167300000000,7.85020200000000,Pokestop
Steinbrunnen,48.12116100000000,7.84869200000000,Pokestop
"Brunnen Emmendingen ""Fountain",48.12328600000000,7.85058200000000,Pokestop
Steintafeln,48.12146000000000,7.85001400000000,Pokestop
Schneckenbrunnen,48.12137200000000,7.85073300000000,Pokestop
Eulen,48.12287100000000,7.85234300000000,Pokestop
Bunte HolzhüTte Am Stadtgarten,48.12363200000000,7.85213800000000,Pokestop
Liebenzeller Gemeinde,48.12458600000000,7.84441000000000,Pokestop
Theater im Steinbruch,48.12445800000000,7.84562900000000,Pokestop
Karl Faller Halle,48.12389800000000,7.84588500000000,Pokestop
Blechmann,48.12112000000000,7.84743500000000,Pokestop
Kugelbrunnen,48.12291000000000,7.84726100000000,Pokestop
Stadtbibliothek Emmendingen ,48.12124300000000,7.84769100000000,Pokestop
Blechraupe Amtsgericht,48.12191000000000,7.84559600000000,Pokestop
AJZ Emmendingen,48.12336000000000,7.84594700000000,Pokestop
Alter Stadtbrunnen ,48.12286800000000,7.84565600000000,Pokestop
Brunnenputzer Brunnen,48.12337600000000,7.84354800000000,Pokestop
Historical Sandstone Schalen,48.12294000000000,7.84417700000000,Pokestop
Kreisspirale,48.12310000000000,7.84342500000000,Pokestop
Altes Rathaus Niederemmendingen,48.12375400000000,7.84056000000000,Pokestop
Spiel Burg,48.12269800000000,7.84245900000000,Pokestop
Schweinchen,48.12313500000000,7.84001600000000,Pokestop
Brunnen St. Anton,48.15043500000000,7.74805600000000,Pokestop
Römische Marktbasilika,48.15117500000000,7.74791600000000,Pokestop
Wegstein,48.15276600000000,7.74728500000000,Pokestop
Ev. Kirche Riegel am Kaiserstuhl ,48.15202400000000,7.74757800000000,Pokestop
Ehemaliges Schwesternhaus,48.15209900000000,7.75023200000000,Pokestop
Roemerbrunnen,48.15110600000000,7.74999100000000,Pokestop
Bewegende Kunst,48.15091600000000,7.75094900000000,Pokestop
Rathaus Riegel,48.15056700000000,7.75032300000000,Pokestop
Friedhof Seiteneingang,48.15354100000000,7.74711500000000,Pokestop
Riegeler Kopfbahnhof,48.15375800000000,7.75057800000000,Pokestop
Skulptur Sammlung,48.15308500000000,7.75248200000000,Pokestop
Römischer Ziehbrunnen,48.15391700000000,7.74631600000000,Pokestop
Fußballplatz RSC,48.15346700000000,7.75507700000000,Pokestop
Pumpenhaus Riegel,48.15385800000000,7.75764400000000,Pokestop
Blumen Stein,48.15608200000000,7.75700900000000,Pokestop
Kunschtkaschten ,48.15581200000000,7.75694800000000,Pokestop
Squirrel on the Nut,48.15972600000000,7.82938100000000,Pokestop
Steinernes Baumkreuz,48.15916800000000,7.82497500000000,Pokestop
Wachturm Teningen,48.12346300000000,7.81586700000000,Pokestop
Teningen Rathaus,48.12812100000000,7.80861000000000,Pokestop
Goldene Sonne,48.12758300000000,7.81137300000000,Pokestop
Ehem. Schmiede,48.12662100000000,7.81118500000000,Pokestop
Altes Spritzenhaus Teningen,48.12671900000000,7.80686300000000,Pokestop
Schnapsbrennerei,48.11785400000000,7.72542000000000,Pokestop
Bahlinger Brunnen,48.11858400000000,7.73333300000000,Pokestop
Das Gehirn Von Bahlingen,48.11692700000000,7.73637500000000,Pokestop
Figuren aus Stein,48.11745300000000,7.74563300000000,Pokestop
Holz im Riedlen,48.11867700000000,7.74777100000000,Pokestop
Zahnrad,48.11840900000000,7.79256900000000,Pokestop
Caterpillar,48.11053300000000,7.78657200000000,Pokestop
Adler,48.14374500000000,7.70187300000000,Pokestop
Kriegerdenkmal,48.14296100000000,7.70347100000000,Pokestop
Weinpresse,48.14226600000000,7.70334900000000,Pokestop
Schwebende Brille,48.14110900000000,7.70335100000000,Pokestop
Vollherbst Koch,48.14203000000000,7.70266800000000,Pokestop
Alte Post ,48.14303200000000,7.70171600000000,Pokestop
Drei Wappen,48.14109000000000,7.70241000000000,Pokestop
Hotel Pfauen,48.14219800000000,7.70177500000000,Pokestop
AKW Nein! Brunnen ,48.14212500000000,7.70205100000000,Pokestop
Rathaus Endingen ,48.14177500000000,7.70327200000000,Pokestop
Säulenkunst,48.14302000000000,7.70312600000000,Pokestop
Weingut Knab,48.14482500000000,7.69863900000000,Pokestop
Sozialstation St. Martin,48.14266100000000,7.69844500000000,Pokestop
Schwein an der Leine ,48.14278500000000,7.69783800000000,Pokestop
Inri Im Garten,48.14190800000000,7.69077900000000,Pokestop
Endingen und sein Wein,48.14252200000000,7.71105200000000,Pokestop
Welcome,48.14156700000000,7.70769700000000,Pokestop
Endinger Zinnsoldat,48.14242700000000,7.70965600000000,Pokestop
Ding,48.14282500000000,7.70914800000000,Pokestop
Lehrer Lämpel,48.14383300000000,7.70577400000000,Pokestop
Zahn Der Zeit,48.11674300000000,7.86890500000000,Pokestop
Verschlungene Kreise Emmendingen,48.11556200000000,7.87078100000000,Pokestop
Kirche Im ZfP Emmendingen,48.11612600000000,7.86846700000000,Pokestop
zfp Emmendingen,48.11799100000000,7.86628700000000,Pokestop
Kinder  Kraval Burg,48.11369300000000,7.85860200000000,Pokestop
Naturspielplatz im Ramieviertel,48.11062700000000,7.85780600000000,Pokestop
Ironman,48.11589000000000,7.86508600000000,Pokestop
Öffentliche Wasserversorgungsanlage,48.07610200000000,7.88921900000000,Pokestop
Figur Denzlingen,48.07533000000000,7.88180400000000,Arena
Kriegsopfer-Gedenkstein,48.07480800000000,7.89316600000000,Pokestop
Holzeule 1,48.07260700000000,7.89304600000000,Pokestop
Pinguine,48.07111400000000,7.89160300000000,Pokestop
Baral Frau,48.07428400000000,7.87784400000000,Pokestop
Schiffsbrücke,48.07241000000000,7.90770700000000,Pokestop
Place De La Petanque,48.07328000000000,7.90365700000000,Pokestop
Minigolf Denzlingen,48.07349600000000,7.90333700000000,Pokestop
Spielplatz Grünmattenstraße,48.06971900000000,7.90766400000000,Pokestop
Brunnen Altenheim,48.07118700000000,7.90335000000000,Pokestop
Spielplatz am Heimatweg,48.07075400000000,7.90276800000000,Pokestop
Steinstatue Frau,48.07091500000000,7.89957800000000,Pokestop
Steinstatue Wäscheklammer,48.07029600000000,7.89912200000000,Pokestop
Spielplatz Erfurter Straße,48.07207900000000,7.90128600000000,Pokestop
Steinfigur,48.07124700000000,7.89984800000000,Pokestop
Leichtathletik,48.07138800000000,7.89799600000000,Pokestop
Beachvolleyball,48.07141700000000,7.89723100000000,Pokestop
Ball Sport Halle,48.07204700000000,7.89690700000000,Pokestop
Severinskapelle (Mauracher Berg),48.07639100000000,7.90026200000000,Pokestop
Spuren suchen 6 - Lebensraum Wald,48.07561500000000,7.89877600000000,Pokestop
Mach Blau,48.07423900000000,7.90038200000000,Pokestop
Angelhaken,48.11528600000000,7.85182600000000,Pokestop
Stargate,48.11263100000000,7.84662500000000,Pokestop
Hinterhaus,48.11961300000000,7.85207100000000,Pokestop
Totem,48.11870200000000,7.85322700000000,Pokestop
Stein Engel,48.11845300000000,7.85105300000000,Pokestop
The Small Faces,48.11816200000000,7.85184900000000,Pokestop
Wandportrait,48.11778000000000,7.85122900000000,Pokestop
Moschee,48.11695300000000,7.85182700000000,Pokestop
bunte Schlangenbank,48.11796200000000,7.84869300000000,Pokestop
Skulptur Kreisverkehr Drei Linden,48.11761700000000,7.84871500000000,Pokestop
Schwarzwaldstraße 3,48.11746800000000,7.84955900000000,Pokestop
Spaghetti Auf Gabel,48.11721400000000,7.84785900000000,Pokestop
Stein mit Wasserfall,48.11161000000000,7.85304100000000,Pokestop
Sandschlange ,48.11434900000000,7.85507800000000,Pokestop
90º Pool,48.11430500000000,7.85295100000000,Pokestop
Auf zur Hochburg!!,48.11856900000000,7.89671100000000,Pokestop
Kirche Holzhausen,48.07099100000000,7.79555100000000,Pokestop
Tannenkreuz,48.07441100000000,7.79197500000000,Pokestop
Gipfelkreuz,48.08039800000000,7.77839100000000,Pokestop
Koch Endingen Am Kaiserstuhl ,48.14166600000000,7.70638800000000,Pokestop
Figur Endingen Am Kaiserstuhl ,48.14166600000000,7.70416600000000,Pokestop
Weltkriegs-Mahnmal,48.14075900000000,7.70421800000000,Pokestop
Peterskirche,48.14099600000000,7.70627500000000,Pokestop
Museum,48.14240300000000,7.70423500000000,Pokestop
Schumacher,48.14112400000000,7.70554100000000,Pokestop
Hall of Whine,48.14165400000000,7.70529700000000,Pokestop
Brunnen,48.14054400000000,7.70518700000000,Pokestop
Jesus Am Kreuz,48.13840700000000,7.70342100000000,Pokestop
Heiliger Sebastian,48.14064700000000,7.70455800000000,Pokestop
Endinger Wetterstein,48.13940200000000,7.70579200000000,Pokestop
St. Katharina Altenheim,48.14027700000000,7.70633900000000,Pokestop
Zimmerer,48.13934400000000,7.70389400000000,Pokestop
Armes Schwein,48.13975700000000,7.70428300000000,Pokestop
Stadtbrunnen Endingen,48.13830700000000,7.70407200000000,Pokestop
Sitzende aus Stein,48.13825300000000,7.70462000000000,Pokestop
Waldgericht,48.15181700000000,7.81909800000000,Pokestop
Tunisee Dreifußkran,48.06472400000000,7.81745200000000,Pokestop
Spielplatz Am Silbersee,48.06255800000000,7.81681500000000,Pokestop
Georg-Stüble Wirtschaft,48.09177500000000,7.89296200000000,Pokestop
Wegweiser,48.09623900000000,7.89655200000000,Pokestop
Buchholzer Schloss,48.08061300000000,7.91479600000000,Pokestop
Große Kinderrutsche,48.06815800000000,7.91413500000000,Pokestop
Holzmännle,48.11752900000000,7.72386000000000,Pokestop
Burgkapelle ,48.14928000000000,7.84016400000000,Pokestop
Basketball Platz ,48.05999900000000,7.78342200000000,Pokestop
Kreuz,48.05297100000000,7.78292400000000,Pokestop
